Method,min lambda,min jtlide_lambda,dataset,size,trial
gnw,-0.000098909,-0.25873,2,1000,10
gnw,-0.00063787,-0.28785,3,1000,1
gnw,-0.0013548,-0.24514,3,1000,2
gnw,-0.00066702,-0.2827,3,1000,3
gnw,-0.00061429,-0.35364,3,1000,4
gnw,-0.0016616,-0.21549,3,1000,5
gnw,-0.0002054,-0.30396,3,1000,6
gnw,-0.0014297,-0.30741,3,1000,7
gnw,-0.00091671,-0.33563,3,1000,8
gnw,-0.00052512,-0.29398,3,1000,9
gnw,-0.00083958,-0.23616,3,1000,10
gnw,-0.0023139,-0.26697,4,1000,1
gnw,-0.0012833,-0.25081,4,1000,2
gnw,-0.0004213,-0.30168,4,1000,3
gnw,-0.00095582,-0.28687,4,1000,4
gnw,-0.00003996,-0.17795,4,1000,5
gnw,-0.0027077,-0.23533,4,1000,6
gnw,-0.0012187,-0.25615,4,1000,7
gnw,-0.00064386,-0.27284,4,1000,8
gnw,-0.0017903,-0.19794,4,1000,9
gnw,-0.0025649,-0.33677,4,1000,10
gnw,-0.0026236,-0.3047,5,1000,1
gnw,-0.0023613,-0.22268,5,1000,2
gnw,-0.0006568,-0.29749,5,1000,3
gnw,-0.0028715,-0.32049,5,1000,4
gnw,-0.000022509,-0.25614,5,1000,5
gnw,-0.0024888,-0.31152,5,1000,6
gnw,-0.0015293,-0.29513,5,1000,7
gnw,-0.001804,-0.28459,5,1000,8
gnw,-0.0023609,-0.27667,5,1000,9
gnw,-0.00056805,-0.27767,5,1000,10
gnw,-0.0018317,-0.27712,6,1000,1
gnw,-0.0031169,-0.19568,6,1000,2
gnw,-0.0023201,-0.2651,6,1000,3
gnw,-0.0031839,-0.27301,6,1000,4
gnw,-0.0012364,-0.27977,6,1000,5
gnw,-0.00025143,-0.25139,6,1000,6
gnw,-0.0010071,-0.21874,6,1000,7
gnw,-0.00084946,-0.24148,6,1000,8
gnw,-0.0021708,-0.19021,6,1000,9
gnw,-0.0014661,-0.23784,6,1000,10
gnw,-0.00098431,-0.24824,7,1000,1
gnw,-0.00072577,-0.24475,7,1000,2
gnw,-0.00081532,-0.239,7,1000,3
gnw,-0.0011984,-0.26488,7,1000,4
gnw,-0.00074133,-0.20393,7,1000,5
gnw,-0.00058484,-0.23289,7,1000,6
gnw,-0.00099664,-0.25896,7,1000,7
gnw,-0.00065089,-0.20087,7,1000,8
gnw,-0.00095768,-0.27918,7,1000,9
gnw,-0.00059971,-0.31907,7,1000,10
gnw,-0.00044916,-0.252,8,1000,1
gnw,-0.0012191,-0.3119,8,1000,2
gnw,-0.0010303,-0.25494,8,1000,3
gnw,-0.0011001,-0.27853,8,1000,4
gnw,-0.00031475,-0.23614,8,1000,5
gnw,-0.0017084,-0.2326,8,1000,6
gnw,-0.001474,-0.29238,8,1000,7
gnw,-0.0019921,-0.28364,8,1000,8
gnw,-0.0026345,-0.29661,8,1000,9
gnw,-0.00094469,-0.23904,8,1000,10
gnw,-0.00019352,-0.25354,9,1000,1
gnw,-0.00024809,-0.25628,9,1000,2
gnw,-0.0011279,-0.2375,9,1000,3
gnw,-0.00013099,-0.24396,9,1000,4
gnw,-0.0015575,-0.28928,9,1000,5
gnw,-0.0015843,-0.28324,9,1000,6
gnw,-0.0013691,-0.29222,9,1000,7
gnw,-0.0018084,-0.47775,9,1000,8
gnw,-0.00045897,-0.24802,9,1000,9
gnw,-0.00055584,-0.28524,9,1000,10
gnw,-0.00034946,-0.25917,10,1000,1
gnw,-0.0018187,-0.23258,10,1000,2
gnw,-0.00028866,-0.25344,10,1000,3
gnw,-0.0017747,-0.30734,10,1000,4
gnw,-0.0018204,-0.23298,10,1000,5
gnw,-0.00010024,-0.27542,10,1000,6
gnw,-0.0030901,-0.29831,10,1000,7
gnw,-0.00061689,-0.25433,10,1000,8
gnw,-0.0013226,-0.25229,10,1000,9
gnw,-0.0018243,-0.28752,10,1000,10
gnw,-0.00043964,-0.31939,1,1500,1
gnw,-0.00048255,-0.26874,1,1500,2
gnw,-0.00052942,-0.32523,1,1500,3
gnw,-0.00022651,-0.28498,1,1500,4
gnw,-0.00036997,-0.26736,1,1500,5
gnw,-0.00097415,-0.3043,1,1500,6
gnw,-0.0010227,-0.32075,1,1500,7
gnw,-0.000001553,-0.24881,1,1500,8
gnw,-0.00095913,-0.21905,1,1500,9
gnw,-0.00013305,-0.22954,1,1500,10
gnw,-0.0010323,-0.3083,2,1500,1
gnw,-0.00018949,-0.33944,2,1500,2
gnw,-0.00053089,-0.30076,2,1500,3
gnw,-0.00085466,-0.28008,2,1500,4
gnw,-0.00036002,-0.28111,2,1500,5
gnw,-0.00063739,-0.27342,2,1500,6
gnw,-0.00087067,-0.3216,2,1500,7
gnw,-0.00025316,-0.30007,2,1500,8
gnw,-0.000075916,-0.19899,2,1500,9
gnw,-0.00086569,-0.27179,2,1500,10
gnw,-0.000099232,-0.3062,3,1500,1
gnw,-0.00074279,-0.27747,3,1500,2
gnw,-0.00064007,-0.27194,3,1500,3
gnw,-0.00042843,-0.18431,3,1500,4
gnw,-0.00070076,-0.27845,3,1500,5
gnw,-0.00036221,-0.23013,3,1500,6
gnw,-0.00083841,-0.25065,3,1500,7
gnw,-0.00015655,-0.28022,3,1500,8
gnw,-0.00061421,-0.24332,3,1500,9
gnw,-0.0001377,-0.28662,3,1500,10
gnw,-0.00086801,-0.24267,4,1500,1
gnw,-0.00032456,-0.26719,4,1500,2
gnw,-0.000089109,-0.32551,4,1500,3
gnw,-0.0005091,-0.27905,4,1500,4
gnw,-0.000091012,-0.2989,4,1500,5
gnw,-0.00095107,-0.27098,4,1500,6
gnw,-0.00056775,-0.30306,4,1500,7
gnw,-0.00085322,-0.23917,4,1500,8
gnw,-0.0010083,-0.26288,4,1500,9
gnw,-0.00038055,-0.25842,4,1500,10
gnw,-0.00035843,-0.25591,5,1500,1
gnw,-0.00020015,-0.27121,5,1500,2
gnw,-0.00092943,-0.32337,5,1500,3
gnw,-0.00058619,-0.2944,5,1500,4
gnw,-0.00033452,-0.2807,5,1500,5
gnw,-0.00042598,-0.29641,5,1500,6
gnw,-0.00079212,-0.23321,5,1500,7
gnw,-0.00017092,-0.29549,5,1500,8
gnw,-0.00078457,-0.209,5,1500,9
gnw,-0.00079358,-0.28852,5,1500,10
gnw,-0.00082467,-0.2613,6,1500,1
gnw,-0.00078835,-0.30055,6,1500,2
gnw,-0.00071035,-0.30569,6,1500,3
gnw,-0.00002983,-0.2614,6,1500,4
gnw,-0.00099445,-0.25083,6,1500,5
gnw,-0.00059767,-0.23442,6,1500,6
gnw,-0.00081966,-0.29049,6,1500,7
gnw,-0.0010007,-0.33041,6,1500,8
gnw,-0.00068686,-0.29204,6,1500,9
gnw,-0.00050562,-0.30263,6,1500,10
gnw,-0.00035431,-0.23648,7,1500,1
gnw,-0.000039415,-0.28002,7,1500,2
gnw,-0.00088221,-0.29354,7,1500,3
gnw,-0.00066162,-0.41763,7,1500,4
gnw,-0.000012106,-0.31872,7,1500,5
gnw,-0.00028355,-0.23544,7,1500,6
gnw,-0.00031456,-0.23901,7,1500,7
gnw,-0.00022653,-0.26797,7,1500,8
gnw,-0.00098129,-0.27197,7,1500,9
gnw,-0.0006479,-0.28898,7,1500,10
gnw,-0.00083482,-0.29255,8,1500,1
gnw,-0.00039995,-0.24691,8,1500,2
gnw,-0.00067229,-0.27889,8,1500,3
gnw,-0.00026685,-0.30061,8,1500,4
gnw,-0.00028591,-0.25305,8,1500,5
gnw,-0.00081821,-0.30508,8,1500,6
gnw,-0.0007599,-0.26927,8,1500,7
gnw,-0.000089752,-0.29346,8,1500,8
gnw,-0.00028694,-0.26417,8,1500,9
gnw,-0.00016998,-0.26387,8,1500,10
gnw,-0.00055056,-0.27033,9,1500,1
gnw,-0.000024515,-0.27131,9,1500,2
gnw,-0.000086211,-0.26611,9,1500,3
gnw,-0.00077313,-0.23656,9,1500,4
gnw,-0.00011082,-0.26437,9,1500,5
gnw,-0.00060354,-0.28033,9,1500,6
gnw,-0.00094067,-0.22638,9,1500,7
gnw,-0.00086472,-0.27763,9,1500,8
gnw,-0.00070491,-0.2267,9,1500,9
gnw,-0.0001513,-0.28375,9,1500,10
gnw,-0.00035799,-0.31296,10,1500,1
gnw,-0.00045116,-0.24047,10,1500,2
gnw,-0.00019847,-0.24407,10,1500,3
gnw,-0.00056885,-0.24349,10,1500,4
gnw,-0.00012752,-0.34307,10,1500,5
gnw,-6.1617E-06,-0.27251,10,1500,6
gnw,-0.00070477,-0.22635,10,1500,7
gnw,-0.00022383,-0.23108,10,1500,8
gnw,-0.00022826,-0.29793,10,1500,9
gnw,-0.00027309,-0.27735,10,1500,10
